CVE,Year,Month,Severity,cwe,NVD_descriptions,android_versions,NVD_published,NVD_last_modified,NVD_version,attack_vector,attack_complexity,privileges_required,user_interaction,confidentiality_impact,integrity_impact,availability_impact,base_score,base_severity
CVE-2023-32850,2023,December,High,CWE-787,"In decoder, there is a possible out of bounds write due to an integer overflow. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is needed for exploitation. Patch ID: ALPS08016659; Issue ID: ALPS08016659.",None,2023-12-04T04:15:07.807,2023-12-07T16:36:32.290,cvssMetricV31,LOCAL,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2023-32851,2023,December,High,CWE-787,"In decoder, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is needed for exploitation. Patch ID: ALPS08016652; Issue ID: ALPS08016652.",None,2023-12-04T04:15:07.857,2023-12-07T16:36:21.827,cvssMetricV31,LOCAL,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2023-28588,2023,December,High,CWE-190,Transient DOS in Bluetooth Host while rfc slot allocation.,None,2023-12-05T03:15:10.103,2024-04-12T16:15:12.540,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH
CVE-2023-28588,2023,December,High,CWE-190,Transient DOS in Bluetooth Host while rfc slot allocation.,None,2023-12-05T03:15:10.103,2024-04-12T16:15:12.540,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH
CVE-2023-33053,2023,December,High,CWE-129,Memory corruption in Kernel while parsing metadata.,None,2023-12-05T03:15:11.707,2024-04-12T16:15:18.403,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2023-33053,2023,December,High,CWE-129,Memory corruption in Kernel while parsing metadata.,None,2023-12-05T03:15:11.707,2024-04-12T16:15:18.403,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2023-33063,2023,December,High,CWE-416,Memory corruption in DSP Services during a remote call from HLOS to DSP.,None,2023-12-05T03:15:12.067,2024-04-12T16:15:20.047,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2023-33063,2023,December,High,CWE-416,Memory corruption in DSP Services during a remote call from HLOS to DSP.,None,2023-12-05T03:15:12.067,2024-04-12T16:15:20.047,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2023-33079,2023,December,High,CWE-119,Memory corruption in Audio while running invalid audio recording from ADSP.,None,2023-12-05T03:15:12.600,2024-04-12T16:15:23.100,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2023-33079,2023,December,High,CWE-823,Memory corruption in Audio while running invalid audio recording from ADSP.,None,2023-12-05T03:15:12.600,2024-04-12T16:15:23.100,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2023-33087,2023,December,High,CWE-120,Memory corruption in Core while processing RX intent request.,None,2023-12-05T03:15:13.520,2024-04-12T16:15:24.917,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2023-33087,2023,December,High,CWE-120,Memory corruption in Core while processing RX intent request.,None,2023-12-05T03:15:13.520,2024-04-12T16:15:24.917,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2023-33092,2023,December,High,CWE-119,"Memory corruption while processing pin reply in Bluetooth, when pin code received from APP layer is greater than expected size.",None,2023-12-05T03:15:14.143,2024-04-12T16:15:26.160,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2023-33092,2023,December,High,CWE-120,"Memory corruption while processing pin reply in Bluetooth, when pin code received from APP layer is greater than expected size.",None,2023-12-05T03:15:14.143,2024-04-12T16:15:26.160,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2023-33106,2023,December,High,CWE-416,Memory corruption while submitting a large list of sync points in an AUX command to the IOCTL_KGSL_GPU_AUX_COMMAND.,None,2023-12-05T03:15:14.673,2024-04-12T16:15:27.653,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2023-33106,2023,December,High,CWE-823,Memory corruption while submitting a large list of sync points in an AUX command to the IOCTL_KGSL_GPU_AUX_COMMAND.,None,2023-12-05T03:15:14.673,2024-04-12T16:15:27.653,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2023-33107,2023,December,High,CWE-190,Memory corruption in Graphics Linux while assigning shared virtual memory region during IOCTL call.,None,2023-12-05T03:15:14.860,2024-04-12T16:15:28.040,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2023-33107,2023,December,High,CWE-190,Memory corruption in Graphics Linux while assigning shared virtual memory region during IOCTL call.,None,2023-12-05T03:15:14.860,2024-04-12T16:15:28.040,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2022-22076,2023,December,High,NVD-CWE-noinfo,information disclosure due to cryptographic issue in Core during RPMB read request.,None,2023-06-06T08:15:09.717,2024-04-12T17:15:54.350,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM
CVE-2022-22076,2023,December,High,CWE-310,information disclosure due to cryptographic issue in Core during RPMB read request.,None,2023-06-06T08:15:09.717,2024-04-12T17:15:54.350,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM
CVE-2023-21652,2023,December,High,CWE-798,Cryptographic issue in HLOS as derived keys used to encrypt/decrypt information is present on stack after use.,None,2023-08-08T10:15:13.803,2024-04-12T17:16:47.620,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,NONE,7.1,HIGH
CVE-2023-21652,2023,December,High,CWE-320,Cryptographic issue in HLOS as derived keys used to encrypt/decrypt information is present on stack after use.,None,2023-08-08T10:15:13.803,2024-04-12T17:16:47.620,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,NONE,7.1,HIGH
CVE-2023-21662,2023,December,High,CWE-120,Memory corruption in Core Platform while printing the response buffer in log.,None,2023-09-05T07:15:12.780,2024-04-12T17:16:49.860,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2023-21662,2023,December,High,CWE-120,Memory corruption in Core Platform while printing the response buffer in log.,None,2023-09-05T07:15:12.780,2024-04-12T17:16:49.860,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2023-21664,2023,December,High,CWE-787,Memory Corruption in Core Platform while printing the response buffer in log.,None,2023-09-05T07:15:12.940,2024-04-12T17:16:50.480,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2023-21664,2023,December,High,CWE-120,Memory Corruption in Core Platform while printing the response buffer in log.,None,2023-09-05T07:15:12.940,2024-04-12T17:16:50.480,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2023-28546,2023,December,High,CWE-120,Memory Corruption in SPS Application while exporting public key in sorter TA.,None,2023-12-05T03:15:08.690,2024-04-12T16:15:09.513,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2023-28546,2023,December,High,CWE-120,Memory Corruption in SPS Application while exporting public key in sorter TA.,None,2023-12-05T03:15:08.690,2024-04-12T16:15:09.513,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2023-28550,2023,December,High,CWE-787,Memory corruption in MPP performance while accessing DSM watermark using external memory address.,None,2023-12-05T03:15:08.870,2024-04-12T16:15:10.073,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2023-28550,2023,December,High,CWE-119,Memory corruption in MPP performance while accessing DSM watermark using external memory address.,None,2023-12-05T03:15:08.870,2024-04-12T16:15:10.073,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2023-28551,2023,December,High,CWE-787,Memory corruption in UTILS when modem processes memory specific Diag commands having arbitrary address values as input arguments.,None,2023-12-05T03:15:09.053,2024-04-12T16:15:10.583,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2023-28551,2023,December,High,CWE-119,Memory corruption in UTILS when modem processes memory specific Diag commands having arbitrary address values as input arguments.,None,2023-12-05T03:15:09.053,2024-04-12T16:15:10.583,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2023-28585,2023,December,High,CWE-119,Memory corruption while loading an ELF segment in TEE Kernel.,None,2023-12-05T03:15:09.563,2024-04-12T16:15:11.403,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,8.8,HIGH
CVE-2023-28585,2023,December,High,CWE-680,Memory corruption while loading an ELF segment in TEE Kernel.,None,2023-12-05T03:15:09.563,2024-04-12T16:15:11.403,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,8.8,HIGH
CVE-2023-28586,2023,December,High,CWE-119,Information disclosure when the trusted application metadata symbol addresses are accessed while loading an ELF in TEE.,None,2023-12-05T03:15:09.750,2024-04-12T16:15:11.777,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,6.5,MEDIUM
CVE-2023-28586,2023,December,High,CWE-119,Information disclosure when the trusted application metadata symbol addresses are accessed while loading an ELF in TEE.,None,2023-12-05T03:15:09.750,2024-04-12T16:15:11.777,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,6.5,MEDIUM
CVE-2023-28587,2023,December,High,CWE-787,Memory corruption in BT controller while parsing debug commands with specific sub-opcodes at HCI interface level.,None,2023-12-05T03:15:09.927,2024-04-12T16:15:12.210,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2023-28587,2023,December,High,CWE-119,Memory corruption in BT controller while parsing debug commands with specific sub-opcodes at HCI interface level.,None,2023-12-05T03:15:09.927,2024-04-12T16:15:12.210,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2023-33017,2023,December,High,CWE-120,Memory corruption in Boot while running a ListVars test in UEFI Menu during boot.,None,2023-12-05T03:15:10.290,2024-04-12T16:15:13.007,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2023-33017,2023,December,High,CWE-120,Memory corruption in Boot while running a ListVars test in UEFI Menu during boot.,None,2023-12-05T03:15:10.290,2024-04-12T16:15:13.007,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2023-33018,2023,December,High,CWE-190,Memory corruption while using the UIM diag command to get the operators name.,None,2023-12-05T03:15:10.480,2024-04-12T16:15:13.430,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2023-33018,2023,December,High,CWE-680,Memory corruption while using the UIM diag command to get the operators name.,None,2023-12-05T03:15:10.480,2024-04-12T16:15:13.430,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2023-33022,2023,December,High,CWE-190,Memory corruption in HLOS while invoking IOCTL calls from user-space.,None,2023-12-05T03:15:10.660,2024-04-12T16:15:13.993,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2023-33022,2023,December,High,CWE-680,Memory corruption in HLOS while invoking IOCTL calls from user-space.,None,2023-12-05T03:15:10.660,2024-04-12T16:15:13.993,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2023-33054,2023,December,High,CWE-287,Cryptographic issue in GPS HLOS Driver while downloading Qualcomm GNSS assistance data.,None,2023-12-05T03:15:11.880,2024-04-12T16:15:18.700,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,NONE,9.1,CRITICAL
CVE-2023-33054,2023,December,High,CWE-287,Cryptographic issue in GPS HLOS Driver while downloading Qualcomm GNSS assistance data.,None,2023-12-05T03:15:11.880,2024-04-12T16:15:18.700,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,NONE,9.1,CRITICAL
CVE-2023-33080,2023,December,High,CWE-125,Transient DOS while parsing a vender specific IE (Information Element) of reassociation response management frame.,None,2023-12-05T03:15:12.773,2024-04-12T16:15:23.350,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH
CVE-2023-33080,2023,December,High,CWE-126,Transient DOS while parsing a vender specific IE (Information Element) of reassociation response management frame.,None,2023-12-05T03:15:12.773,2024-04-12T16:15:23.350,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH
CVE-2023-33081,2023,December,High,CWE-125,Transient DOS while converting TWT (Target Wake Time) frame parameters in the OTA broadcast.,None,2023-12-05T03:15:12.957,2024-04-12T16:15:23.927,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH
CVE-2023-33081,2023,December,High,CWE-126,Transient DOS while converting TWT (Target Wake Time) frame parameters in the OTA broadcast.,None,2023-12-05T03:15:12.957,2024-04-12T16:15:23.927,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH
CVE-2023-33088,2023,December,High,CWE-476,Memory corruption when processing cmd parameters while parsing vdev.,None,2023-12-05T03:15:13.703,2024-04-12T16:15:25.170,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2023-33088,2023,December,High,CWE-476,Memory corruption when processing cmd parameters while parsing vdev.,None,2023-12-05T03:15:13.703,2024-04-12T16:15:25.170,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2023-33089,2023,December,High,CWE-476,Transient DOS when processing a NULL buffer while parsing WLAN vdev.,None,2023-12-05T03:15:13.893,2024-04-12T16:15:25.697,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH
CVE-2023-33089,2023,December,High,CWE-476,Transient DOS when processing a NULL buffer while parsing WLAN vdev.,None,2023-12-05T03:15:13.893,2024-04-12T16:15:25.697,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH
CVE-2023-33097,2023,December,High,CWE-125,Transient DOS in WLAN Firmware while processing a FTMR frame.,None,2023-12-05T03:15:14.317,2024-04-12T16:15:26.680,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH
CVE-2023-33097,2023,December,High,CWE-126,Transient DOS in WLAN Firmware while processing a FTMR frame.,None,2023-12-05T03:15:14.317,2024-04-12T16:15:26.680,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH
CVE-2023-33098,2023,December,High,CWE-125,"Transient DOS while parsing WPA IES, when it is passed with length more than expected size.",None,2023-12-05T03:15:14.493,2024-04-12T16:15:26.933,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH
CVE-2023-33098,2023,December,High,CWE-126,"Transient DOS while parsing WPA IES, when it is passed with length more than expected size.",None,2023-12-05T03:15:14.493,2024-04-12T16:15:26.933,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH
CVE-2023-40077,2023,December,Critical,CWE-362,"In multiple functions of MetaDataBase.cpp, there is a possible UAF write due to a race condition. This could lead to remote escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",None,2023-12-04T23:15:23.760,2024-02-02T16:29:32.827,cvssMetricV31,NETWORK,HIGH,NONE,NONE,HIGH,HIGH,HIGH,8.1,HIGH
CVE-2023-40076,2023,December,Critical,NVD-CWE-noinfo,"In createPendingIntent of CredentialManagerUi.java, there is a possible way to access credentials from other users due to a permissions bypass. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",None,2023-12-04T23:15:23.713,2024-02-02T16:29:29.143,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM
CVE-2023-40088,2023,December,Critical,CWE-416,"In callback_thread_event of com_android_bluetooth_btservice_AdapterService.cpp, there is a possible memory corruption due to a use after free. This could lead to remote (proximal/adjacent) code execution with no additional execution privileges needed. User interaction is not needed for exploitation.",None,2023-12-04T23:15:24.230,2024-02-02T03:15:16.057,cvssMetricV31,ADJACENT_NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,8.8,HIGH
