CVE,SPL,SMR,cwe,NVD_descriptions,android_versions,NVD_published,NVD_last_modified,NVD_version,attack_vector,attack_complexity,privileges_required,user_interaction,confidentiality_impact,integrity_impact,availability_impact,base_score,base_severity,cwe_info
CVE-2020-3651,20-May,,CWE-617,"Active command timeout since WM status change cmd is not removed from active queue if peer sends multiple deauth frames. in Snapdragon Auto, Snapdragon Compute, Snapdragon Consumer Electronics Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables in APQ8009, APQ8017, APQ8053, APQ8096AU, MDM9206, MDM9207C, MDM9607, MDM9640, MDM9650, MSM8905, MSM8909W, MSM8917, MSM8920, MSM8937, MSM8940, MSM8953, MSM8996AU, QCA6174A, QCA6574AU, QCA9377, QCA9379, QCM2150, QCN7605, QCS605, QM215, SC8180X, SDM429, SDM429W, SDM439, SDM450, SDM630, SDM632, SDM636, SDM660, SDM845, SDX20, SDX24, SDX55, SM8150, SXR1130",,2020-04-16T11:15:15.667,2020-04-22T13:43:38.577,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH,Reachable Assertion
CVE-2020-0024,20-May,,CWE-276,"In onCreate of SettingsBaseActivity.java, there is a possible unauthorized setting modification due to a permissions bypass. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-8.1 Android-9 Android-10 Android-8.0Android ID: A-137015265","Android-8, Android-9, Android-10, Android-8",2020-05-14T21:15:11.523,2020-05-18T19:01:41.357,cvssMetricV31,LOCAL,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,7.8,HIGH,Incorrect Default Permissions
CVE-2020-0102,20-May,,CWE-787,"In GattServer::SendResponse of gatt_server.cc, there is a possible out of bounds write due to an incorrect bounds check. This could lead to local escalation of privilege with User execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-8.0 Android-8.1 Android-9 Android-10Android ID: A-143231677","Android-8, Android-8, Android-9, Android-10",2020-05-14T21:15:12.273,2020-05-15T19:02:52.967,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Out-of-bounds Write
CVE-2019-14053,20-May,,CWE-125,"When attempting to create a new XFRM policy, a stack out-of-bounds read will occur if the user provides a template where the mode is set to a value that does not resolve to a valid XFRM mode in Snapdragon Auto, Snapdragon Compute, Snapdragon Consumer Electronics Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon IoT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables, Snapdragon Wired Infrastructure and Networking in APQ8009, APQ8053, APQ8096AU, APQ8098, IPQ4019, IPQ8074, MDM9206, MDM9207C, MDM9607, MDM9640, MDM9650, MSM8905, MSM8909W, MSM8917, MSM8953, MSM8996AU, QCA4531, QCN7605, QCS605, QM215, SA415M, SC8180X, SDA660, SDA845, SDM429, SDM429W, SDM439, SDM450, SDM630, SDM632, SDM636, SDM660, SDM845, SDX20, SDX24, SDX55, SM6150, SM7150, SM8150, SM8250, SXR2130",,2020-06-02T15:15:10.930,2020-06-03T13:55:35.093,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,HIGH,7.1,HIGH,Out-of-bounds Read
CVE-2019-14054,20-May,,NVD-CWE-Other,"Improper permissions in XBL_SEC region enable user to update XBL_SEC code and data and divert the RAM dump path to normal cold boot path in Snapdragon Compute, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Wired Infrastructure and Networking in Kamorta, MSM8998, QCS404, QCS605, SDA660, SDA845, SDM630, SDM636, SDM660, SDM670, SDM710, SDM845, SDM850, SM8150, SXR1130, SXR2130",,2020-06-02T15:15:10.993,2020-06-03T18:10:24.817,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,
CVE-2019-14067,20-May,,CWE-203,"Using non-time-constant functions like memcmp to compare sensitive data can lead to information leakage through timing side channel issue. in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon IoT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables, Snapdragon Wired Infrastructure and Networking in APQ8009, APQ8017, APQ8053, APQ8096, APQ8096AU, APQ8098, Kamorta, MDM9150, MDM9205, MDM9206, MDM9607, MDM9650, MSM8909, MSM8909W, MSM8917, MSM8920, MSM8937, MSM8940, MSM8953, MSM8996, MSM8996AU, MSM8998, Nicobar, QCM2150, QCS404, QCS405, QCS605, QM215, Rennell, SA415M, SA6155P, SC7180, SC8180X, SDA660, SDA845, SDM429, SDM429W, SDM439, SDM450, SDM630, SDM632, SDM636, SDM660, SDM670, SDM710, SDM845, SDM850, SDX24, SDX55, SM6150, SM7150, SM8150, SXR1130, SXR2130",,2020-06-02T15:15:11.133,2021-07-21T11:39:23.747,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,Observable Discrepancy
CVE-2019-14078,20-May,,CWE-131,"Out of bound memory access while processing qpay due to not validating length of the response buffer provided by User. in Snapdragon Auto, Snapdragon Compute, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wired Infrastructure and Networking in APQ8009, APQ8098, MSM8909, MSM8998, SDA660, SDA845, SDM630, SDM636, SDM660, SDM845",,2020-06-02T15:15:11.257,2021-07-21T11:39:23.747,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Incorrect Calculation of Buffer Size
CVE-2019-14077,20-May,,CWE-704,"Out of bound memory access while processing ese transmit command due to passing Response buffer received from user in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wired Infrastructure and Networking in APQ8009, APQ8098, IPQ6018, Kamorta, MDM9150, MDM9205, MDM9607, MDM9650, MSM8909, MSM8998, Nicobar, QCS404, QCS405, QCS605, Rennell, SA415M, SA6155P, SC7180, SC8180X, SDA660, SDA845, SDM630, SDM636, SDM660, SDM670, SDM710, SDM845, SDM850, SDX24, SDX55, SM6150, SM7150, SM8150, SM8250, SXR1130, SXR2130",,2020-06-02T15:15:11.197,2021-07-21T11:39:23.747,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Incorrect Type Conversion or Cast
CVE-2019-14066,20-May,,CWE-190,"Integer overflow in calculating estimated output buffer size when getting a list of installed Feature IDs, Serial Numbers or checking Feature ID status in Snapdragon Auto, Snapdragon Compute, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wired Infrastructure and Networking in Kamorta, MDM9205, MDM9607, Nicobar, QCS404, QCS405, Rennell, SA6155P, SC7180, SC8180X, SDX55, SM6150, SM7150, SXR2130",,2020-06-02T15:15:11.057,2020-06-03T17:47:39.087,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Integer Overflow or Wraparound
CVE-2020-0105,20-May,,CWE-862,"In onKeyguardVisibilityChanged of key_store_service.cpp, there is a missing permission check. This could lead to local escalation of privilege, allowing apps to use keyguard-bound keys when the screen is locked, with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-9 Android-10Android ID: A-144285084","Android-9, Android-10",2020-05-14T21:15:12.477,2021-07-21T11:39:23.747,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Missing Authorization
CVE-2020-0098,20-May,,NVD-CWE-noinfo,"In navigateUpToLocked of ActivityStack.java, there is a possible permission bypass due to a confused deputy. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-10 Android-8.0 Android-8.1 Android-9Android ID: A-144285917","Android-10, Android-8, Android-8, Android-9",2020-05-14T21:15:12.117,2021-07-21T11:39:23.747,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,
CVE-2020-3680,20-May,,CWE-367,"A race condition can occur when using the fastrpc memory mapping API. in Snapdragon Auto, Snapdragon Compute, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Wearables in APQ8009, APQ8053, MSM8909W, MSM8917, MSM8953, QCS605, QM215, SA415M, SDM429, SDM429W, SDM439, SDM450, SDM632, SDM670, SDM710, SDM845, SDX24, SXR1130",,2020-06-02T15:15:14.210,2020-06-03T13:44:37.213,cvssMetricV31,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH,Time-of-check Time-of-use (TOCTOU) Race Condition
CVE-2020-0101,20-May,,CWE-908,"In BnCrypto::onTransact of ICrypto.cpp, there is a possible information disclosure due to uninitialized data. This could lead to local information disclosure with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-8.0 Android-8.1 Android-9 Android-10Android ID: A-144767096","Android-8, Android-8, Android-9, Android-10",2020-05-14T21:15:12.227,2021-07-21T11:39:23.747,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,Use of Uninitialized Resource
CVE-2020-0101,20-May,,CWE-909,"In BnCrypto::onTransact of ICrypto.cpp, there is a possible information disclosure due to uninitialized data. This could lead to local information disclosure with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-8.0 Android-8.1 Android-9 Android-10Android ID: A-144767096","Android-8, Android-8, Android-9, Android-10",2020-05-14T21:15:12.227,2021-07-21T11:39:23.747,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,Missing Initialization of Resource
CVE-2020-0101,20-May,,CWE-908,"In BnCrypto::onTransact of ICrypto.cpp, there is a possible information disclosure due to uninitialized data. This could lead to local information disclosure with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-8.0 Android-8.1 Android-9 Android-10Android ID: A-144767096","Android-8, Android-8, Android-9, Android-10",2020-05-14T21:15:12.227,2021-07-21T11:39:23.747,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,Use of Uninitialized Resource
CVE-2020-0101,20-May,,CWE-909,"In BnCrypto::onTransact of ICrypto.cpp, there is a possible information disclosure due to uninitialized data. This could lead to local information disclosure with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-8.0 Android-8.1 Android-9 Android-10Android ID: A-144767096","Android-8, Android-8, Android-9, Android-10",2020-05-14T21:15:12.227,2021-07-21T11:39:23.747,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,Missing Initialization of Resource
CVE-2020-0101,20-May,,CWE-908,"In BnCrypto::onTransact of ICrypto.cpp, there is a possible information disclosure due to uninitialized data. This could lead to local information disclosure with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-8.0 Android-8.1 Android-9 Android-10Android ID: A-144767096","Android-8, Android-8, Android-9, Android-10",2020-05-14T21:15:12.227,2021-07-21T11:39:23.747,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,Use of Uninitialized Resource
CVE-2020-0101,20-May,,CWE-909,"In BnCrypto::onTransact of ICrypto.cpp, there is a possible information disclosure due to uninitialized data. This could lead to local information disclosure with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-8.0 Android-8.1 Android-9 Android-10Android ID: A-144767096","Android-8, Android-8, Android-9, Android-10",2020-05-14T21:15:12.227,2021-07-21T11:39:23.747,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,Missing Initialization of Resource
CVE-2020-0101,20-May,,CWE-908,"In BnCrypto::onTransact of ICrypto.cpp, there is a possible information disclosure due to uninitialized data. This could lead to local information disclosure with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-8.0 Android-8.1 Android-9 Android-10Android ID: A-144767096","Android-8, Android-8, Android-9, Android-10",2020-05-14T21:15:12.227,2021-07-21T11:39:23.747,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,Use of Uninitialized Resource
CVE-2020-0101,20-May,,CWE-909,"In BnCrypto::onTransact of ICrypto.cpp, there is a possible information disclosure due to uninitialized data. This could lead to local information disclosure with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-8.0 Android-8.1 Android-9 Android-10Android ID: A-144767096","Android-8, Android-8, Android-9, Android-10",2020-05-14T21:15:12.227,2021-07-21T11:39:23.747,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,Missing Initialization of Resource
CVE-2020-0101,20-May,,CWE-908,"In BnCrypto::onTransact of ICrypto.cpp, there is a possible information disclosure due to uninitialized data. This could lead to local information disclosure with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-8.0 Android-8.1 Android-9 Android-10Android ID: A-144767096","Android-8, Android-8, Android-9, Android-10",2020-05-14T21:15:12.227,2021-07-21T11:39:23.747,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,Use of Uninitialized Resource
CVE-2020-0101,20-May,,CWE-909,"In BnCrypto::onTransact of ICrypto.cpp, there is a possible information disclosure due to uninitialized data. This could lead to local information disclosure with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-8.0 Android-8.1 Android-9 Android-10Android ID: A-144767096","Android-8, Android-8, Android-9, Android-10",2020-05-14T21:15:12.227,2021-07-21T11:39:23.747,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,Missing Initialization of Resource
CVE-2020-0101,20-May,,CWE-908,"In BnCrypto::onTransact of ICrypto.cpp, there is a possible information disclosure due to uninitialized data. This could lead to local information disclosure with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-8.0 Android-8.1 Android-9 Android-10Android ID: A-144767096","Android-8, Android-8, Android-9, Android-10",2020-05-14T21:15:12.227,2021-07-21T11:39:23.747,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,Use of Uninitialized Resource
CVE-2020-0101,20-May,,CWE-909,"In BnCrypto::onTransact of ICrypto.cpp, there is a possible information disclosure due to uninitialized data. This could lead to local information disclosure with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-8.0 Android-8.1 Android-9 Android-10Android ID: A-144767096","Android-8, Android-8, Android-9, Android-10",2020-05-14T21:15:12.227,2021-07-21T11:39:23.747,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,Missing Initialization of Resource
CVE-2020-0101,20-May,,CWE-908,"In BnCrypto::onTransact of ICrypto.cpp, there is a possible information disclosure due to uninitialized data. This could lead to local information disclosure with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-8.0 Android-8.1 Android-9 Android-10Android ID: A-144767096","Android-8, Android-8, Android-9, Android-10",2020-05-14T21:15:12.227,2021-07-21T11:39:23.747,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,Use of Uninitialized Resource
CVE-2020-0101,20-May,,CWE-909,"In BnCrypto::onTransact of ICrypto.cpp, there is a possible information disclosure due to uninitialized data. This could lead to local information disclosure with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-8.0 Android-8.1 Android-9 Android-10Android ID: A-144767096","Android-8, Android-8, Android-9, Android-10",2020-05-14T21:15:12.227,2021-07-21T11:39:23.747,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,Missing Initialization of Resource
CVE-2020-0101,20-May,,CWE-908,"In BnCrypto::onTransact of ICrypto.cpp, there is a possible information disclosure due to uninitialized data. This could lead to local information disclosure with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-8.0 Android-8.1 Android-9 Android-10Android ID: A-144767096","Android-8, Android-8, Android-9, Android-10",2020-05-14T21:15:12.227,2021-07-21T11:39:23.747,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,Use of Uninitialized Resource
CVE-2020-0101,20-May,,CWE-909,"In BnCrypto::onTransact of ICrypto.cpp, there is a possible information disclosure due to uninitialized data. This could lead to local information disclosure with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-8.0 Android-8.1 Android-9 Android-10Android ID: A-144767096","Android-8, Android-8, Android-9, Android-10",2020-05-14T21:15:12.227,2021-07-21T11:39:23.747,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,Missing Initialization of Resource
CVE-2020-0092,20-May,,CWE-200,"In setHideSensitive of NotificationStackScrollLayout.java, there is a possible disclosure of sensitive notification content due to a permissions bypass. This could lead to local information disclosure with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-10Android ID: A-145135488",Android-10,2020-05-14T21:15:11.820,2020-05-21T01:17:16.577,cvssMetricV31,LOCAL,LOW,LOW,REQUIRED,HIGH,NONE,NONE,5.0,MEDIUM,Exposure of Sensitive Information to an Unauthorized Actor
CVE-2019-14087,20-May,,CWE-416,"Failure in buffer management while accessing handle for HDR blit when color modes not supported by display in Snapdragon Consumer IOT, Snapdragon Mobile, Snapdragon Wearables in MSM8909W, QCS605",,2020-06-02T15:15:11.337,2020-06-03T16:37:05.677,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Use After Free
CVE-2020-0097,20-May,,CWE-863,"In various methods of PackageManagerService.java, there is a possible permission bypass due to a missing condition for system apps. This could lead to local escalation of privilege with User privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-9 Android-10Android ID: A-145981139","Android-9, Android-10",2020-05-14T21:15:12.040,2021-07-21T11:39:23.747,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Incorrect Authorization
CVE-2019-19536,20-May,,CWE-909,"In the Linux kernel before 5.2.9, there is an info-leak bug that can be caused by a malicious USB device in the drivers/net/can/usb/peak_usb/pcan_usb_pro.c driver, aka CID-ead16e53c2f0.",5.2.9,2019-12-03T16:15:13.550,2022-03-31T18:22:16.000,cvssMetricV31,PHYSICAL,LOW,NONE,NONE,HIGH,NONE,NONE,4.6,MEDIUM,Missing Initialization of Resource
CVE-2020-0109,20-May,,CWE-862,"In simulatePackageSuspendBroadcast of NotificationManagerService.java, there is a missing permission check. This could lead to local escalation of privilege by creating fake system notifications with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-9 Android-10Android ID: A-148059175","Android-9, Android-10",2020-05-14T21:15:12.587,2021-07-21T11:39:23.747,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Missing Authorization
