CVE,vul_true,SPL,SMR,cwe,NVD_descriptions,android_versions,NVD_published,NVD_last_modified,NVD_version,attack_vector,attack_complexity,privileges_required,user_interaction,confidentiality_impact,integrity_impact,availability_impact,base_score,base_severity
CVE-2022-20122,,22-Sep,,CWE-416,"The PowerVR GPU driver allows unprivileged apps to allocated pinned memory, unpin it (which makes it available to be freed), and continue using the page in GPU calls. No privileges required and this results in kernel memory corruption.Product: AndroidVersions: Android SoCAndroid ID: A-232441339",None,2022-08-24T14:15:09.450,2022-08-29T01:03:36.933,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL
CVE-2022-20082,,22-Sep,,CWE-362,"In GPU, there is a possible use after free due to a race condition. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07044730; Issue ID: ALPS07044730.",None,2022-07-06T14:15:16.907,2022-07-14T01:22:38.427,cvssMetricV31,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH
CVE-2022-22080,,22-Sep,,CWE-787,"Improper validation of backend id in PCM routing process can lead to memory corruption in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music",None,2022-09-02T12:15:09.720,2023-08-08T14:21:49.707,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2021-30259,,22-Sep,,CWE-125,"Possible out of bound access due to improper validation of function table entries in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables, Snapdragon Wired Infrastructure and Networking",None,2021-11-12T07:15:07.467,2022-07-12T17:42:04.277,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2022-22061,,22-Sep,,NVD-CWE-Other,"Out of bounds writing is possible while verifying device IDs due to improper length check before copying the data in Snapdragon Compute, Snapdragon Connectivity, Snapdragon Mobile",None,2022-09-02T12:15:09.447,2023-04-19T17:10:55.030,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2022-22062,,22-Sep,,CWE-125,"An out-of-bounds read can occur while parsing a server certificate due to improper length check in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer Electronics Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon IoT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables, Snapdragon Wired Infrastructure and Networking",None,2022-09-02T12:15:09.503,2023-04-19T17:10:55.030,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,NONE,HIGH,9.1,CRITICAL
CVE-2022-22067,,22-Sep,,CWE-401,"Potential memory leak in modem during the processing of NSA RRC Reconfiguration with invalid Radio Bearer Config in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Mobile",None,2022-09-02T12:15:09.560,2023-04-19T17:10:55.030,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2022-22069,,22-Sep,,CWE-312,"Devices with keyprotect off may store unencrypted keybox in RPMB and cause cryptographic issue in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Wearables",None,2022-09-02T12:15:09.617,2023-08-08T14:21:49.707,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2022-22070,,22-Sep,,CWE-787,"Memory corruption in audio due to lack of check of invalid routing address into APR Routing table in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables",None,2022-09-02T12:15:09.667,2023-08-08T14:22:24.967,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2022-22822,,22-Sep,,CWE-190,addBinding in xmlparse.c in Expat (aka libexpat) before 2.4.3 has an integer overflow.,2.4.3,2022-01-10T14:12:56.047,2022-10-06T15:29:48.270,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL
CVE-2022-23852,,22-Sep,,CWE-190,"Expat (aka libexpat) before 2.4.4 has a signed integer overflow in XML_GetBuffer, for configurations with a nonzero XML_CONTEXT_BYTES.",2.4.4,2022-01-24T02:15:06.733,2022-10-29T02:44:33.083,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL
CVE-2022-23990,,22-Sep,,CWE-190,Expat (aka libexpat) before 2.4.4 has an integer overflow in the doProlog function.,2.4.4,2022-01-26T19:15:08.517,2023-11-07T03:44:21.590,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH
CVE-2022-25314,,22-Sep,,CWE-190,"In Expat (aka libexpat) before 2.4.5, there is an integer overflow in copyString.",2.4.5,2022-02-18T05:15:08.187,2023-11-07T03:44:45.757,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH
CVE-2022-20218,,22-Sep,,CWE-732,"In PermissionController, there is a possible way to get and retain permissions without user's consent due to a logic error in the code. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-12 Android-12LAndroid ID: A-223907044","Android-12, Android-12",2022-07-13T19:15:08.987,2023-08-08T14:22:24.967,cvssMetricV31,LOCAL,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2022-20392,,22-Sep,,CWE-20,"In declareDuplicatePermission of ParsedPermissionUtils.java, there is a possible way to obtain a dangerous permission without user consent due to improper input validation. This could lead to local escalation of privilege during app installation or upgrade with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-10 Android-11 Android-12 Android-12LAndroid ID: A-213323615","Android-10, Android-11, Android-12, Android-12",2022-09-13T20:15:09.390,2022-09-17T00:02:13.950,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2022-20393,,22-Sep,,CWE-191,"In extract3GPPGlobalDescriptions of TextDescriptions.cpp, there is a possible out of bounds read due to an integer overflow. This could lead to local information disclosure from the media server with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11 Android-12 Android-12LAndroid ID: A-233735886","Android-11, Android-12, Android-12",2022-09-13T20:15:09.433,2023-08-08T14:21:49.707,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM
CVE-2022-20395,,22-Sep,,CWE-22,"In checkAccess of MediaProvider.java, there is a possible file deletion due to a path traversal error. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11 Android-12 Android-12L Android-13Android ID: A-221855295","Android-11, Android-12, Android-12, Android-13",2022-09-13T20:15:09.473,2022-09-17T00:03:48.667,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2022-20398,,22-Sep,,CWE-732,"In addOrUpdateNetwork of WifiServiceImpl.java, there is a possible way for a guest user to configure Wi-Fi due to a permissions bypass. This could lead to local escalation of privilege with User execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-13Android ID: A-221859734",Android-13,2022-09-13T20:15:09.557,2022-09-19T17:40:05.757,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2022-20197,,22-Sep,,NVD-CWE-noinfo,"In recycle of Parcel.java, there is a possible way to start foreground activity from background due to a permissions bypass. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-12LAndroid ID: A-208279300",Android-12,2022-06-15T14:15:13.097,2022-06-24T02:58:59.773,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2020-0500,,22-Sep,,NVD-CWE-noinfo,"In startInputUncheckedLocked of InputMethodManager.java, there is a possible permission bypass due to an unsafe PendingIntent. This could lead to local information disclosure with User execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-154913391",Android-11,2020-12-15T16:15:14.713,2021-07-21T11:39:23.747,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM
CVE-2020-0293,,22-Sep,,CWE-862,"In Java network APIs, there is possible access to sensitive network state due to a missing permission check. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation in Android versions: Android-11, Android ID: A-141455849",Android-11,2020-09-17T21:15:13.627,2022-04-28T18:19:22.360,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM
CVE-2022-1786,,22-Sep,,CWE-416,A use-after-free flaw was found in the Linux kernel’s io_uring subsystem in the way a user sets up a ring with IORING_SETUP_IOPOLL with more than one task completing submissions on this ring. This flaw allows a local user to crash or escalate their privileges on the system.,None,2022-06-02T14:15:33.150,2023-03-01T20:16:24.887,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2022-1786,,22-Sep,,CWE-843,A use-after-free flaw was found in the Linux kernel’s io_uring subsystem in the way a user sets up a ring with IORING_SETUP_IOPOLL with more than one task completing submissions on this ring. This flaw allows a local user to crash or escalate their privileges on the system.,None,2022-06-02T14:15:33.150,2023-03-01T20:16:24.887,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2022-1786,,22-Sep,,CWE-843,A use-after-free flaw was found in the Linux kernel’s io_uring subsystem in the way a user sets up a ring with IORING_SETUP_IOPOLL with more than one task completing submissions on this ring. This flaw allows a local user to crash or escalate their privileges on the system.,None,2022-06-02T14:15:33.150,2023-03-01T20:16:24.887,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2022-20239,,22-Sep,,CWE-610,"remap_pfn_range' here may map out of size kernel memory (for example, may map the kernel area), and because the 'vma->vm_page_prot' can also be controlled by userspace, so userspace may map the kernel area to be writable, which is easy to be exploitedProduct: AndroidVersions: Android SoCAndroid ID: A-233972091",None,2022-08-10T20:15:26.330,2022-11-05T03:14:58.777,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL
CVE-2022-22059,,22-Sep,,CWE-125,"Memory corruption due to out of bound read while parsing a video file in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Industrial IOT, Snapdragon Mobile",None,2022-09-02T12:15:09.390,2023-04-19T17:10:55.030,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2022-25668,,22-Sep,,CWE-415,"Memory corruption in video driver due to double free while parsing ASF clip in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables",None,2022-09-02T12:15:10.547,2023-04-19T17:10:55.030,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL
CVE-2022-20396,,22-Sep,,CWE-345,"In SettingsActivity.java, there is a possible way to make a device discoverable over Bluetooth, without permission or user interaction, due to a permissions bypass. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-12L Android-13Android ID: A-234440688","Android-12, Android-13",2022-09-13T20:15:09.513,2023-08-08T14:21:49.707,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM
CVE-2022-22096,,22-Aug,,CWE-787,"Memory corruption in Bluetooth HOST due to stack-based buffer overflow when when extracting data using command length parameter in Snapdragon Connectivity, Snapdragon Mobile",None,2022-09-02T12:15:09.770,2023-04-19T17:10:55.030,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL
CVE-2022-20345,,22-Aug,,CWE-787,"In l2cble_process_sig_cmd of l2c_ble.cc, there is a possible out of bounds write due to a missing bounds check. This could lead to remote code execution over Bluetooth with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-12 Android-12LAndroid ID: A-230494481","Android-12, Android-12",2022-08-10T20:15:26.433,2022-08-12T07:03:54.177,cvssMetricV31,ADJACENT_NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,8.8,HIGH
CVE-2022-20227,,22-Aug,,CWE-125,"In USB driver, there is a possible out of bounds read due to a heap buffer overflow. This could lead to local information disclosure with User execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-216825460References: Upstream kernel",None,2022-07-13T19:15:09.333,2022-07-26T11:12:59.027,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM
CVE-2022-20083,,22-Aug,,CWE-787,"In Modem 2G/3G CC, there is a possible out of bounds write due to a missing bounds check. This could lead to remote code execution when decoding combined FACILITY with no additional execution privileges needed. User interaction is not needed for exploitation. Patch ID: MOLY00803883; Issue ID: MOLY00803883.",None,2022-07-06T14:15:16.980,2022-07-14T01:28:52.117,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL
CVE-2022-21744,,22-Aug,,CWE-787,"In Modem 2G RR, there is a possible out of bounds write due to a missing bounds check. This could lead to remote code execution when decoding GPRS Packet Neighbour Cell Data (PNCD) improper neighbouring cell size with no additional execution privileges needed. User interaction is not needed for exploitation. Patch ID: MOLY00810064; Issue ID: ALPS06641626.",None,2022-07-06T14:15:17.027,2022-07-14T01:26:43.237,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL
CVE-2022-21763,,22-Aug,,CWE-862,"In telecom service, there is a possible information disclosure due to a missing permission check. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07044717; Issue ID: ALPS07044708.",None,2022-07-06T14:15:17.090,2022-07-14T11:20:26.987,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM
CVE-2022-21764,,22-Aug,,CWE-862,"In telecom service, there is a possible information disclosure due to a missing permission check. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07044717; Issue ID: ALPS07044717.",None,2022-07-06T14:15:17.137,2022-07-14T11:22:24.880,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM
CVE-2022-22058,,22-Aug,,CWE-416,"Memory corruption due to use after free issue in kernel while processing ION handles in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer Electronics Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables",None,2022-09-26T17:15:10.173,2022-09-28T18:28:02.767,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2022-20218,,22-Aug,,CWE-732,"In PermissionController, there is a possible way to get and retain permissions without user's consent due to a logic error in the code. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-12 Android-12LAndroid ID: A-223907044","Android-12, Android-12",2022-07-13T19:15:08.987,2023-08-08T14:22:24.967,cvssMetricV31,LOCAL,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2021-39696,,22-Aug,,NVD-CWE-Other,"In Task.java, there is a possible escalation of privilege due to a confused deputy. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-10 Android-11 Android-12Android ID: A-185810717","Android-10, Android-11, Android-12",2022-08-10T20:15:22.180,2022-08-12T21:20:15.293,cvssMetricV31,LOCAL,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2022-20344,,22-Aug,,CWE-362,"In stealReceiveChannel of EventThread.cpp, there is a possible way to interfere with process communication due to a race condition. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-10 Android-11 Android-12 Android-12LAndroid ID: A-232541124","Android-10, Android-11, Android-12, Android-12",2022-08-10T20:15:26.377,2022-08-12T07:04:04.017,cvssMetricV31,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH
